YEAR,STATEFIP,RPP
2013,27,97.6
2012,27,97.2
2011,27,97.1
2010,27,97.7
2009,27,97.4
2008,27,97.33721525
2007,27,97.26602084
2006,27,97.24971275
2005,27,97.48820397
2004,27,97.50388747
2003,27,97.4064601
2002,27,97.2272307
2001,27,96.97152764
2000,27,96.8366096
1999,27,96.71903551
1998,27,96.61536929
1997,27,96.52304313
1996,27,96.44013048
1995,27,96.36517835
1994,27,96.29708351
1993,27,96.23500102
1992,27,96.1782767
1991,27,96.12639726
1990,27,96.07632977
1989,27,96.02533261
1988,27,95.97354907
1987,27,95.92103002
1986,27,95.86775808
1985,27,95.81366544
1984,27,95.75864709
1983,27,95.70257049
1982,27,95.64528283
1981,27,95.58661628
1980,27,95.52938256
1979,27,95.47625884
1978,27,95.42673635
1977,27,95.38043606
1976,27,95.33707472
1975,27,95.29643984
1974,27,95.25837116
1973,27,95.22274704
1972,27,95.18947432
1971,27,95.15848089
2019,26,92.4
2018,26,92.8
2017,26,92.8
2016,26,93
2015,26,93.6
2014,26,94.3
2013,26,94.5
2012,26,94.6
2011,26,94.7
2010,26,95.2
2009,26,95.4
2008,26,94.66641971
2007,26,94.70069789
2006,26,94.63112018
2005,26,94.6483637
2004,26,94.52641501
2003,26,94.43606359
2002,26,94.46769636
2001,26,94.32664333
2000,26,94.27270768
1999,26,94.21802762
1998,26,94.16260156
1997,26,94.10637945
1996,26,94.04927543
1995,26,93.99117724
1994,26,93.93195308
1993,26,93.87145672
1992,26,93.80953131
1991,26,93.7460121
1990,26,93.68163024
1989,26,93.61727801
1988,26,93.55296127
1987,26,93.48869131
1986,26,93.42448351
1985,26,93.3603562
1984,26,93.29632993
1983,26,93.23242689
1982,26,93.16867045
1981,26,93.10508489
1980,26,93.04343008
1979,26,92.98516948
1978,26,92.92983926
1977,26,92.87708956
1976,26,92.8266547
1975,26,92.77833112
1974,26,92.7319612
1973,26,92.6874212
1972,26,92.64461242
1971,26,92.60345465
2019,25,109.7
2018,25,109
2017,25,109.2
2016,25,107.6
2015,25,107.3
2014,25,106.7
2013,25,106.6
2012,25,107.8
2011,25,108
2010,25,108
2009,25,108.3
2008,25,107.4650672
2007,25,107.395676
2006,25,107.1642555
2005,25,107.1104838
2004,25,106.9701795
2003,25,106.9146245
2002,25,106.8127936
2001,25,106.512372
2000,25,106.4306343
1999,25,106.3881207
1998,25,106.3698149
1997,25,106.3632154
1996,25,106.3576774
1995,25,106.3439282
1994,25,106.3137075
1993,25,106.2595033
1992,25,106.1743561
1991,25,106.0517143
1990,25,105.9047997
1989,25,105.7533751
1988,25,105.5993092
1987,25,105.4443206
1986,25,105.2900172
1985,25,105.1379251
1984,25,104.9895099
1983,25,104.8461927
1982,25,104.7093617
1981,25,104.5803806
1980,25,104.4699453
1979,25,104.3856518
1978,25,104.3241472
1977,25,104.2829224
1976,25,104.2600914
1975,25,104.2542286
1974,25,104.2642481
1973,25,104.2893151
1972,25,104.3287803
1971,25,104.3821311
2019,24,108.4
2018,24,109
2017,24,109
2016,24,109.6
2015,24,110.2
2014,24,109.9
2013,24,110.1
2012,24,110.9
2011,24,111
2010,24,111.3
2009,24,110.3
2008,24,110.0524529
2007,24,109.8795113
2006,24,109.5816882
2005,24,109.2987031
2004,24,109.3449997
2003,24,109.0080235
2002,24,109.1136991
2001,24,109.1085641
2000,24,109.0994564
1999,24,109.0807243
1998,24,109.0540136
1997,24,109.0203042
1996,24,108.9800838
1995,24,108.9334768
1994,24,108.8803395
1993,24,108.8203298
1992,24,108.7529594
1991,24,108.6776318
1990,24,108.5852391
1989,24,108.4717311
1988,24,108.3437436
1987,24,108.2067386
1986,24,108.0653111
1985,24,107.9234161
1984,24,107.7845356
1983,24,107.6518026
1982,24,107.5280922
1981,24,107.416089
1980,24,107.3219433
1979,24,107.2481024
1978,24,107.1918257
1977,24,107.1510301
1976,24,107.1241183
1975,24,107.1098518
1974,24,107.107257
1973,24,107.1155561
1972,24,107.1341156
1971,24,107.1624089
2019,23,100
2018,23,99
2017,23,99.4
2016,23,99.1
2015,23,98
2014,23,98.5
2013,23,98.4
2012,23,97.4
2011,23,96.8
2010,23,98.1
2009,23,98
2008,23,97.55416974
2007,23,97.3708343
2006,23,97.12433796
2005,23,97.29817502
2004,23,97.11874057
2003,23,97.15365825
2002,23,97.13440251
2001,23,96.9704093
2000,23,96.92508536
1999,23,96.90235867
1998,23,96.89316155
1997,23,96.88993027
1996,23,96.88621186
1995,23,96.8763736
1994,23,96.8553886
1993,23,96.81867739
1992,23,96.76199088
1991,23,96.68132405
1990,23,96.58584811
1989,23,96.48857864
1988,23,96.39038951
1987,23,96.29212715
1986,23,96.19461776
1985,23,96.09867258
1984,23,96.00509183
1983,23,95.91466753
1982,23,95.82818572
1981,23,95.74642797
1980,23,95.67343123
1979,23,95.61175545
1978,23,95.5599985
1977,23,95.51711748
1976,23,95.4823348
1975,23,95.45506879
1974,23,95.43488252
1973,23,95.4214459
1972,23,95.41450776
1971,23,95.41387524
2019,22,89.1
2018,22,89.6
2017,22,89.9
2016,22,90.5
2015,22,90.9
2014,22,91.2
2013,22,91.4
2012,22,91
2011,22,91.2
2010,22,91.4
2009,22,90.7
2008,22,90.73277299
2007,22,90.64066807
2006,22,90.40103489
2005,22,90.29615462
2004,22,90.2667612
2003,22,90.22404173
2002,22,90.59325925
2001,22,90.45495237
2000,22,90.37974525
1999,22,90.30443659
1998,22,90.23000758
1997,22,90.15734978
1996,22,90.08728862
1995,22,90.02060065
1994,22,89.95802631
1993,22,89.90027941
1992,22,89.84805408
1991,22,89.8020299
1990,22,89.75841103
1989,22,89.71307296
1988,22,89.66644378
1987,22,89.61882866
1986,22,89.57044194
1985,22,89.52143091
1984,22,89.47189331
1983,22,89.42189032
1982,22,89.3714561
1981,22,89.32060485
1980,22,89.26861512
1979,22,89.21515177
1978,22,89.16077414
1977,22,89.10594445
1976,22,89.05105326
1975,22,88.99643813
1974,22,88.94239753
1973,22,88.88920105
1972,22,88.83709695
1971,22,88.78631774
2019,21,87.8
2018,21,87.4
2017,21,87.5
2016,21,88.7
2015,21,88.3
2014,21,89.3
2013,21,88.8
2012,21,88.6
2011,21,88.6
2010,21,88.7
2009,21,88.9
2008,21,88.63207685
2007,21,88.59337506
2006,21,88.50924361
2005,21,88.37835016
2004,21,88.27028295
2003,21,88.31646218
2002,21,88.42489469
2001,21,88.39085654
2000,21,88.32075513
1999,21,88.24853642
1998,21,88.17581882
1997,21,88.1040321
1996,21,88.03446674
1995,21,87.96831032
1994,21,87.90667445
1993,21,87.85061461
1992,21,87.80114487
1991,21,87.75924867
1990,21,87.72038618
1989,21,87.67950884
1988,21,87.63713608
1987,21,87.59364762
1986,21,87.54931998
1985,21,87.50435346
1984,21,87.45889207
1983,21,87.41303826
1982,21,87.36686378
1981,21,87.32041769
1980,21,87.27386737
1979,21,87.2273693
1978,21,87.18092995
1977,21,87.13455391
1976,21,87.08824442
1975,21,87.04200373
1974,21,86.99583333
1973,21,86.94973417
1972,21,86.9037068
1971,21,86.85775148
2019,20,90
2018,20,90
2017,20,90.1
2016,20,90.2
2015,20,90.9
2014,20,91.3
2013,20,90.6
2012,20,90.7
2011,20,89.9
2010,20,89.6
2009,20,89.3
2008,20,89.82175126
2007,20,89.79276871
2006,20,89.66566348
2005,20,89.58531882
2004,20,89.42538967
2003,20,89.49858678
2002,20,89.58237593
2001,20,89.47923774
2000,20,89.41533857
1999,20,89.35139721
1998,20,89.2879767
1997,20,89.2255839
1996,20,89.16468424
1995,20,89.10571248
1994,20,89.04908081
1993,20,88.99518469
1992,20,88.94440725
1991,20,88.89712251
1990,20,88.85100061
1989,20,88.80359598
1988,20,88.75524402
1987,20,88.70619244
1986,20,88.65662417
1985,20,88.60667431
1984,20,88.55644263
1983,20,88.50600283
1982,20,88.45540932
1981,20,88.4047023
1980,20,88.35391143
1979,20,88.30305866
1978,20,88.25216015
1977,20,88.20122788
1976,20,88.15027067
1975,20,88.09929504
1974,20,88.04830581
1973,20,87.99730653
1972,20,87.94629984
1971,20,87.89528766
2019,19,89.2
2018,19,90
2017,19,90
2016,19,89.9
2015,19,90.3
2014,19,90.6
2013,19,90.2
2012,19,90
2011,19,89.2
2010,19,89
2009,19,88.6
2008,19,89.37951933
2007,19,89.4497383
2006,19,89.42201598
2005,19,89.164231
2004,19,89.24774709
2003,19,89.00409012
2002,19,89.24233626
2001,19,89.31992759
2000,19,89.25055622
1999,19,89.1576336
1998,19,89.05063116
1997,19,88.93749584
1996,19,88.82504861
1995,19,88.71927899
1994,19,88.62556237
1993,19,88.54882062
1992,19,88.49364067
1991,19,88.46436211
1990,19,88.44806209
1989,19,88.42869815
1988,19,88.4069157
1987,19,88.38311449
1986,19,88.35751286
1985,19,88.33019521
1984,19,88.30114697
1983,19,88.2702805
1982,19,88.2374542
1981,19,88.20248662
1980,19,88.15812949
1979,19,88.10073611
1978,19,88.0353589
1977,19,87.96618942
1976,19,87.89678344
1975,19,87.83022719
1974,19,87.76926013
1973,19,87.71636564
1972,19,87.67383794
1971,19,87.64383157
2019,18,89.3
2018,18,89.7
2017,18,89.7
2016,18,90.1
2015,18,90.8
2014,18,91.3
2013,18,91.4
2012,18,91.7
2011,18,91.4
2010,18,91.4
2009,18,91.2
2008,18,91.09947761
2007,18,91.18706942
2006,18,91.03688991
2005,18,91.04085826
2004,18,90.9945433
2003,18,90.85809139
2002,18,90.96979613
2001,18,90.77901287
2000,18,90.70694779
1999,18,90.63563325
1998,18,90.56528762
1997,18,90.49612379
1996,18,90.42835067
1995,18,90.36217416
1994,18,90.29779799
1993,18,90.23542426
1992,18,90.17525388
1991,18,90.11748686
1990,18,90.06100134
1989,18,90.00446165
1988,18,89.94783685
1987,18,89.89107964
1986,18,89.83413061
1985,18,89.77692141
1984,18,89.7193771
1983,18,89.66141785
1982,18,89.60296025
1981,18,89.54391823
1980,18,89.48733753
1979,18,89.43597109
1978,18,89.38917974
1977,18,89.34648959
1976,18,89.30754885
1975,18,89.27209587
1974,18,89.23993559
1973,18,89.21092212
1972,18,89.1849459
1971,18,89.16192417
2019,17,98.1
2018,17,98.5
2017,17,98.7
2016,17,99
2015,17,99.3
2014,17,99.7
2013,17,100.7
2012,17,101.1
2011,17,100.9
2010,17,100.9
2009,17,100.2
2008,17,100.1951349
2007,17,100.1336169
2006,17,99.98759176
2005,17,100.0073926
2004,17,100.0353845
2003,17,99.93728997
2002,17,99.91440513
2001,17,99.70186108
2000,17,99.61522953
1999,17,99.53049441
1998,17,99.44759352
1997,17,99.36650549
1996,17,99.28723914
1995,17,99.20982552
1994,17,99.13431215
1993,17,99.0607587
1992,17,98.98923381
1991,17,98.91981273
1990,17,98.85175271
1989,17,98.78409318
1988,17,98.71665637
1987,17,98.6492706
1986,17,98.58176875
1985,17,98.513987
1984,17,98.44576401
1983,17,98.37694027
1982,17,98.30735761
1981,17,98.23685884
1980,17,98.17019268
1979,17,98.11160749
1978,17,98.06002764
1977,17,98.01464492
1976,17,97.97484867
1975,17,97.94017409
1974,17,97.91026411
1973,17,97.88484123
1972,17,97.8636867
1971,17,97.84662518
2019,16,92.5
2018,16,92.2
2017,16,92.2
2016,16,93.3
2015,16,93.6
2014,16,93.2
2013,16,93.4
2012,16,93.3
2011,16,93.5
2010,16,94.8
2009,16,95.2
2008,16,94.03938142
2007,16,93.84958579
2006,16,93.80207693
2005,16,93.41886988
2004,16,93.28927074
2003,16,93.45093523
2002,16,93.5596654
2001,16,93.81819513
2000,16,93.76113889
1999,16,93.65078999
1998,16,93.50692716
1997,16,93.34594453
1996,16,93.18173665
1995,16,93.02635203
1994,16,92.89047585
1993,16,92.78378643
1992,16,92.71521848
1991,16,92.69315759
1990,16,92.69249372
1989,16,92.68287431
1988,16,92.6665604
1987,16,92.64518174
1986,16,92.61990186
1985,16,92.59153998
1984,16,92.56066106
1983,16,92.52764224
1982,16,92.49272196
1981,16,92.45603625
1980,16,92.41271677
1979,16,92.36024733
1978,16,92.30212631
1977,16,92.24124779
1976,16,92.18005951
1975,16,92.12067963
1974,16,92.06498286
1973,16,92.01466417
1972,16,91.97128571
1971,16,91.93631163
2019,15,118.1
2018,15,118.8
2017,15,118.9
2016,15,119.2
2015,15,118.4
2014,15,118.3
2013,15,117.8
2012,15,116.9
2011,15,117.2
2010,15,117.1
2009,15,118.1
2008,15,117.6845296
2007,15,116.8155668
2006,15,116.427711
2005,15,116.0089489
2004,15,116.1101663
2003,15,116.1482921
2002,15,116.2695558
2001,15,116.0501781
2000,15,116.0445416
1999,15,116.0593098
1998,15,116.0838991
1997,15,116.1090756
1996,15,116.1266019
1995,15,116.1289765
1994,15,116.1092417
1993,15,116.0608411
1992,15,115.9775147
1991,15,115.8532216
1990,15,115.7037273
1989,15,115.5509352
1988,15,115.3963913
1987,15,115.2415663
1986,15,115.0878751
1985,15,114.9366915
1984,15,114.7893591
1983,15,114.6471988
1982,15,114.5115151
1981,15,114.3836002
1980,15,114.2707392
1979,15,114.1776965
1978,15,114.1020124
1977,15,114.0418552
1976,15,113.9958572
1975,15,113.9629931
1974,15,113.9424906
1973,15,113.9337642
1972,15,113.9363666
1971,15,113.9499521
2019,13,93
2018,13,92.8
2017,13,92.7
2016,13,92.8
2015,13,92
2014,13,92.3
2013,13,92.2
2012,13,91.9
2011,13,92.3
2010,13,93.1
2009,13,93.5
2008,13,92.65949075
2007,13,92.47641363
2006,13,92.31314268
2005,13,92.29235378
2004,13,92.40208429
2003,13,92.32418468
2002,13,92.43235517
2001,13,92.18881008
2000,13,92.05261134
1999,13,91.9257376
1998,13,91.80650815
1997,13,91.6937841
1996,13,91.58682672
1995,13,91.48519282
1994,13,91.38865746
1993,13,91.29715689
1992,13,91.21074638
1991,13,91.12956915
1990,13,91.05271964
1989,13,90.9784588
1988,13,90.90592315
1987,13,90.83437423
1986,13,90.76316596
1985,13,90.69172048
1984,13,90.61951028
1983,13,90.54604508
1982,13,90.47086205
1981,13,90.39351866
1980,13,90.32060325
1979,13,90.25820544
1978,13,90.20488402
1977,13,90.15955285
1976,13,90.12138794
1975,13,90.08975895
1974,13,90.06417855
1973,13,90.04426501
1972,13,90.02971463
1971,13,90.02028128
2019,12,100.6
2018,12,100.2
2017,12,100.1
2016,12,99.5
2015,12,99.4
2014,12,99.2
2013,12,99.1
2012,12,99.2
2011,12,99.1
2010,12,100
2009,12,100.8
2008,12,99.8601955
2007,12,99.51174038
2006,12,99.12228718
2005,12,98.96262497
2004,12,98.7432246
2003,12,98.76575058
2002,12,98.76662787
2001,12,98.67193615
2000,12,98.61173234
1999,12,98.54931413
1998,12,98.48484537
1997,12,98.41833023
1996,12,98.34965502
1995,12,98.27861897
1994,12,98.204957
1993,12,98.12835656
1992,12,98.04847001
1991,12,97.96492383
1990,12,97.87772553
1989,12,97.78781885
1988,12,97.69606995
1987,12,97.60320017
1986,12,97.50982387
1985,12,97.41647644
1984,12,97.32363491
1983,12,97.23173322
1982,12,97.14117351
1981,12,97.0523344
1980,12,96.97030449
1979,12,96.89910484
1978,12,96.83740372
1977,12,96.7842116
1976,12,96.73879168
1975,12,96.70059376
1974,12,96.66920551
1973,12,96.64431639
1972,12,96.62569103
1971,12,96.6131496
2019,11,116.1
2018,11,116
2017,11,114.6
2016,11,116.8
2015,11,118.2
2014,11,117
2013,11,117.7
2012,11,117.8
2011,11,118.2
2010,11,116.4
2009,11,115.6
2008,11,115.7513523
2007,11,115.7141188
2006,11,115.2466932
2005,11,115.7619052
2004,11,115.3781114
2003,11,115.3394524
2002,11,114.976977
2001,11,115.0635974
2000,11,115.073938
1999,11,115.0615793
1998,11,115.0320337
1997,11,114.9893112
1996,11,114.9363122
1995,11,114.8751175
1994,11,114.8072025
1993,11,114.733596
1992,11,114.6549964
1991,11,114.5718583
1990,11,114.4805242
1989,11,114.3792847
1988,11,114.271223
1987,11,114.1588662
1986,11,114.0443309
1985,11,113.9294302
1984,11,113.8157535
1983,11,113.7047246
1982,11,113.5976453
1981,11,113.4957272
1980,11,113.4084956
1979,11,113.3428146
1978,11,113.295764
1977,11,113.2651351
1976,11,113.2492442
1975,11,113.2467958
1974,11,113.2567806
1973,11,113.2784012
1972,11,113.3110161
1971,11,113.3540996
2019,10,98.8
2018,10,100
2017,10,100
2016,10,100
2015,10,101.1
2014,10,100.6
2013,10,101.2
2012,10,101.8
2011,10,102.8
2010,10,103.2
2009,10,102
2008,10,101.9048029
2007,10,101.5419814
2006,10,101.3701551
2005,10,101.2012336
2004,10,101.1936191
2003,10,101.1271935
2002,10,100.9325006
2001,10,101.0849102
2000,10,101.0464844
1999,10,100.9983965
1998,10,100.942381
1997,10,100.8796506
1996,10,100.811032
1995,10,100.737067
1994,10,100.6580873
1993,10,100.574269
1992,10,100.4856736
1991,10,100.3922779
1990,10,100.2952974
1989,10,100.1965401
1988,10,100.096653
1987,10,99.99620516
1986,10,99.89570791
1985,10,99.7956301
1984,10,99.69640912
1983,10,99.59845914
1982,10,99.50217721
1981,10,99.40794771
1980,10,99.32256739
1979,10,99.25144915
1978,10,99.19276298
1977,10,99.14514048
1976,10,99.10755419
1975,10,99.07922841
1974,10,99.05957339
1973,10,99.04813671
1972,10,99.04456737
1971,10,99.04858926
2019,9,106.1
2018,9,106.8
2017,9,107.3
2016,9,108.5
2015,9,108.6
2014,9,108.5
2013,9,109.2
2012,9,109
2011,9,109.4
2010,9,110.4
2009,9,110.7
2008,9,109.7054978
2007,9,109.6006569
2006,9,109.3325499
2005,9,109.1615976
2004,9,109.0490282
2003,9,108.9789721
2002,9,109.0341555
2001,9,108.9848232
2000,9,108.9635756
1999,9,108.9564144
1998,9,108.9565913
1997,9,108.9582862
1996,9,108.9563647
1995,9,108.9461985
1994,9,108.9235334
1993,9,108.8843913
1992,9,108.8249982
1991,9,108.7417304
1990,9,108.6237675
1989,9,108.4707616
1988,9,108.2939317
1987,9,108.1025973
1986,9,107.904675
1985,9,107.7070454
1984,9,107.5158239
1983,9,107.3365609
1982,9,107.1743893
1981,9,107.0341339
1980,9,106.9225499
1979,9,106.8403889
1978,9,106.7838554
1977,9,106.7500801
1976,9,106.7368775
1975,9,106.7425676
1974,9,106.7658432
1973,9,106.8056725
1972,9,106.8612276
1971,9,106.9318304
2019,8,101.9
2018,8,102.2
2017,8,101.7
2016,8,102.3
2015,8,102
2014,8,102.1
2013,8,101.1
2012,8,101.4
2011,8,100.9
2010,8,101.1
2009,8,100.4
2008,8,101.0140092
2007,8,101.047806
2006,8,100.9238208
2005,8,100.9598987
2004,8,101.21478
2003,8,101.1454951
2002,8,101.0785676
2001,8,100.8940099
2000,8,100.7289272
1999,8,100.5715718
1998,8,100.4215977
1997,8,100.2790449
1996,8,100.1442387
1995,8,100.017715
1994,8,99.90016515
1993,8,99.79239545
1992,8,99.69529701
1991,8,99.60982362
1990,8,99.53971538
1989,8,99.48457493
1988,8,99.43961376
1987,8,99.40083526
1986,8,99.36482767
1985,8,99.32861113
1984,8,99.28952474
1983,8,99.24514322
1982,8,99.19321523
1981,8,99.13161794
1980,8,99.06615758
1979,8,99.004004
1978,8,98.94465073
1977,8,98.88772054
1976,8,98.83293164
1975,8,98.78007271
1974,8,98.72898454
1973,8,98.67954631
1972,8,98.63166563
1971,8,98.58527107
2019,6,115.4
2018,6,115
2017,6,114.7
2016,6,113.8
2015,6,113.7
2014,6,113.1
2013,6,112.9
2012,6,113.4
2011,6,113.6
2010,6,112.9
2009,6,113.1
2008,6,112.8696815
2007,6,112.6737349
2006,6,112.407419
2005,6,112.3173703
2004,6,112.2193496
2003,6,111.9562795
2002,6,111.9084184
2001,6,111.647855
2000,6,111.5894648
1999,6,111.56537
1998,6,111.5615378
1997,6,111.566118
1996,6,111.5688725
1995,6,111.5607536
1994,6,111.5335927
1993,6,111.4798706
1992,6,111.3925478
1991,6,111.2649386
1990,6,111.1109153
1989,6,110.9513509
1988,6,110.7885205
1987,6,110.624486
1986,6,110.4611521
1985,6,110.3003073
1984,6,110.1436541
1983,6,109.9928319
1982,6,109.8494331
1981,6,109.7150155
1980,6,109.5990827
1979,6,109.5080854
1978,6,109.4389858
1977,6,109.3895257
1976,6,109.3580228
1975,6,109.3432202
1974,6,109.3441749
1973,6,109.3601761
1972,6,109.390684
1971,6,109.4352857
2019,5,85.3
2018,5,86.2
2017,5,86.8
2016,5,87.4
2015,5,86.9
2014,5,87.8
2013,5,87.8
2012,5,87.6
2011,5,87.7
2010,5,86.6
2009,5,86.9
2008,5,87.41335975
2007,5,87.35459724
2006,5,87.20685132
2005,5,87.27230258
2004,5,87.24744139
2003,5,87.18223824
2002,5,87.27748702
2001,5,87.18994285
2000,5,87.09238204
1999,5,86.99737189
1998,5,86.9052936
1997,5,86.81664512
1996,5,86.73201065
1995,5,86.6520381
1994,5,86.57742241
1993,5,86.50889325
1992,5,86.44720598
1991,5,86.39313488
1990,5,86.34481564
1989,5,86.29906498
1988,5,86.25499359
1987,5,86.21182993
1986,5,86.16888939
1985,5,86.12555158
1984,5,86.08124354
1983,5,86.03542734
1982,5,85.98759092
1981,5,85.9372413
1980,5,85.88652548
1979,5,85.83783726
1978,5,85.79091479
1977,5,85.745564
1976,5,85.70164094
1975,5,85.6590386
1974,5,85.6176773
1973,5,85.57749754
1972,5,85.53845471
1971,5,85.50051518
2019,4,96.5
2018,4,96.1
2017,4,95.8
2016,4,96.1
2015,4,96
2014,4,96.5
2013,4,97.1
2012,4,97.9
2011,4,98.6
2010,4,100.1
2009,4,100.6
2008,4,98.44722574
2007,4,98.19893737
2006,4,97.92369694
2005,4,97.97240405
2004,4,97.8705403
2003,4,97.83166081
2002,4,97.87953384
2001,4,97.76534027
2000,4,97.68413562
1999,4,97.60216968
1998,4,97.52012537
1997,4,97.43857997
1996,4,97.35803283
1995,4,97.27892568
1994,4,97.20165774
1993,4,97.12659679
1992,4,97.05408745
1991,4,96.98445719
1990,4,96.91684818
1989,4,96.84993609
1988,4,96.78344879
1987,4,96.71713767
1986,4,96.65077151
1985,4,96.58413193
1984,4,96.51701002
1983,4,96.44920389
1982,4,96.38051681
1981,4,96.31075588
1980,4,96.24187494
1979,4,96.1758027
1978,4,96.11221326
1977,4,96.05086787
1976,4,95.99159216
1975,4,95.93425931
1974,4,95.87877761
1973,4,95.82508129
1972,4,95.7731237
1971,4,95.72287237
2019,2,104.8
2018,2,105
2017,2,105.7
2016,2,105.5
2015,2,106.3
2014,2,104.9
2013,2,105.4
2012,2,105.1
2011,2,105.5
2010,2,106.9
2009,2,106.9
2008,2,105.9852168
2007,2,105.7524643
2006,2,105.5329924
2005,2,105.8480368
2004,2,105.7592173
2003,2,105.6925053
2002,2,105.5850611
2001,2,105.2632253
2000,2,105.2230576
1999,2,105.1998404
1998,2,105.1862005
1997,2,105.1758521
1996,2,105.163312
1995,2,105.14369
1994,2,105.1125337
1993,2,105.0657142
1992,2,104.9993413
1991,2,104.9097011
1990,2,104.8097315
1989,2,104.7146205
1988,2,104.6231173
1987,2,104.5343077
1986,2,104.4475257
1985,2,104.3622888
1984,2,104.2782501
1983,2,104.1951625
1982,2,104.1128532
1981,2,104.0312037
1980,2,103.9506336
1979,2,103.8714787
1978,2,103.793533
1977,2,103.7166438
1976,2,103.6406981
1975,2,103.5656119
1974,2,103.4913228
1973,2,103.4177843
1972,2,103.3449615
1971,2,103.2728285
2019,1,86.4
2018,1,86.1
2017,1,86.1
2016,1,86.8
2015,1,87.1
2014,1,87.8
2013,1,88.1
2012,1,87.7
2011,1,87.9
2010,1,87.5
2009,1,87.6
2008,1,87.29163754
2007,1,87.20307238
2006,1,87.01905483
2005,1,87.05434353
2004,1,86.99241962
2003,1,87.0551061
2002,1,86.9958454
2001,1,86.81694979
2000,1,86.75633882
1999,1,86.69711265
1998,1,86.6395649
1997,1,86.58393877
1996,1,86.53044025
1995,1,86.47924786
1994,1,86.43051982
1993,1,86.38439934
1992,1,86.34101859
1991,1,86.30050153
1990,1,86.26040491
1989,1,86.21844258
1988,1,86.17506814
1987,1,86.13060932
1986,1,86.08530086
1985,1,86.03930884
1984,1,85.99274862
1983,1,85.94569811
1982,1,85.89820756
1981,1,85.85030678
1980,1,85.80221945
1979,1,85.75415295
1978,1,85.70608573
1977,1,85.65799891
1976,1,85.60987562
1975,1,85.56170045
1974,1,85.51345908
1973,1,85.46513798
1972,1,85.41672424
1971,1,85.36820538
