5p,15p,25p,35p,45p,50p,55p,65p,75p,85p,95p
10064.903376,19856.232,30865.409519999997,39712.464,45232.496496,49393.480224,53347.07663999999,67987.73836799999,88249.92,119137.39199999999,172087.34399999998
7412.99328,19856.232,30746.272127999997,41049.450288,46715.095151999994,49186.092912,52949.952,64863.691199999994,80439.80208,104293.75545599998,164444.900928
8599.954703999998,22062.48,34285.09392,43723.42286399999,49861.2048,55098.837552,61774.943999999996,76181.74343999999,104099.60563199999,133407.404064,184221.70799999998
10148.7408,20738.7312,31108.096799999996,41159.762687999995,46432.695408,49861.2048,52949.952,67987.73836799999,82844.61239999998,118307.84275199998,183573.071088
9729.553679999999,21078.493392,30865.409519999997,39866.901359999996,46331.208,48546.28099199999,52949.952,66187.44,79791.16516799999,108900.40127999998,174739.254096
8895.591935999999,17950.033728,30887.471999999998,39866.901359999996,46715.095151999994,48546.28099199999,52949.952,67069.9392,82213.625472,110149.137648,161497.3536
10064.903376,17950.033728,27092.725439999995,40021.33871999999,48144.743855999994,50831.95391999999,53391.20159999999,66628.68959999998,81326.71377599999,98186.86099199999,164586.1008
7205.605968,19856.232,31769.971199999996,41159.762687999995,49216.980383999995,54053.075999999994,61774.943999999996,75894.93119999999,92229.99139199998,115122.02064,179513.574768
8886.766943999999,17950.033728,29762.285519999998,41036.212799999994,48144.743855999994,51004.041264,60526.20763199999,68040.68832,88249.92,115122.02064,164105.13873599996
7412.99328,16079.135423999998,25658.66424,39712.464,44124.96,48537.456,55928.3868,66187.44,88249.92,113268.77231999999,153907.86047999997
9288.304079999998,17950.033728,24784.990031999998,31108.096799999996,41962.83695999999,46715.095151999994,49216.980383999995,64863.691199999994,77218.68,108812.15135999999,153554.8608
9164.754192,19167.882623999998,29762.285519999998,39888.96384,47037.20735999999,50973.153792,52949.952,66628.68959999998,88249.92,113268.77231999999,174739.254096
9116.216735999998,18633.970608,30887.471999999998,41962.83695999999,48144.743855999994,48634.530911999995,53347.07663999999,67069.9392,92229.99139199998,118307.84275199998,183162.70896
5294.995199999999,14380.324463999998,26474.976,34651.331088,42055.499376,48537.456,52949.952,64528.341503999996,81189.9264,104099.60563199999,164105.13873599996
7412.99328,17649.984,26474.976,39050.5896,42682.073807999994,47037.20735999999,49861.2048,66628.68959999998,86939.408688,115122.02064,174739.254096
9729.553679999999,20738.7312,30865.409519999997,40021.33871999999,46331.208,48537.456,52949.952,65750.602896,83378.52441599999,118140.16790399999,164586.1008
8886.766943999999,24109.878144,34651.331088,41808.3996,48537.456,51004.041264,58853.87164799999,73909.30799999999,96020.32545599999,123770.51279999998,164444.900928
8599.954703999998,15884.985599999998,24904.127424000002,36103.042272,41962.83695999999,46600.370255999995,49216.980383999995,61995.5688,81631.17599999999,110422.71239999999,164444.900928
9116.216735999998,22062.48,34086.531599999995,41962.83695999999,48144.743855999994,51705.62812799999,60407.070239999994,67069.9392,86939.408688,118140.16790399999,164586.1008
9959.003472,19856.232,29082.761135999997,40594.9632,45889.958399999996,48537.456,51626.203199999996,65349.06576,80439.80208,110149.137648,164444.900928
6923.206224,19167.882623999998,29762.285519999998,39712.464,45514.896239999995,48537.456,52949.952,68040.68832,82213.625472,123549.88799999999,207056.3748
9164.754192,17950.033728,28231.149408,39050.5896,46331.208,48634.530911999995,52949.952,66187.44,81631.17599999999,117601.84339199998,183162.70896
7205.605968,16604.222448,26033.7264,39346.22683199999,44566.209599999995,48537.456,52949.952,63981.191999999995,77757.004512,103031.7816,183162.70896
8599.954703999998,23253.853919999998,30746.272127999997,41049.450288,48537.456,51004.041264,54053.075999999994,73909.30799999999,90456.16799999999,111194.89919999999,184221.70799999998
7205.605968,16079.135423999998,26474.976,40153.713599999995,46331.208,48634.530911999995,52949.952,66187.44,81631.17599999999,108900.40127999998,164105.13873599996
8886.766943999999,17649.984,29762.285519999998,40665.563136,49216.980383999995,52949.952,60804.19487999999,71041.18559999998,94427.4144,113268.77231999999,172087.34399999998
5736.2447999999995,15884.985599999998,26033.7264,39712.464,44786.8344,48537.456,52067.4528,66187.44,83378.52441599999,110422.71239999999,164105.13873599996
10148.7408,19167.882623999998,30865.409519999997,40594.9632,46331.208,50973.153792,61774.943999999996,71808.95990399999,90456.16799999999,119137.39199999999,164586.1008
6923.206224,16604.222448,29762.285519999998,39972.801263999994,45889.958399999996,48546.28099199999,51705.62812799999,64422.44159999999,81189.9264,108966.58871999999,179513.574768
9729.553679999999,18633.970608,30887.471999999998,41808.3996,48537.456,52949.952,60848.31984,67069.9392,88249.92,118307.84275199998,172087.34399999998
8886.766943999999,18633.970608,30887.471999999998,41918.712,48537.456,50973.153792,57583.0728,71773.659936,88249.92,110422.71239999999,183573.071088
8599.954703999998,22062.48,31108.096799999996,42051.086879999995,48219.756288,51626.203199999996,60526.20763199999,71773.659936,83378.52441599999,111194.89919999999,164586.1008
9116.216735999998,23253.853919999998,32665.707887999997,41808.3996,50973.153792,55098.837552,60848.31984,71994.284736,93544.91519999999,119812.50388799999,183162.70896
9164.754192,25989.601439999995,39103.539551999995,45889.958399999996,52949.952,60804.19487999999,65750.602896,75453.68159999998,92662.416,117601.84339199998,209646.509952
10713.540288,19856.232,29762.285519999998,40665.563136,46432.695408,50831.95391999999,54053.075999999994,66628.68959999998,81326.71377599999,110149.137648,172087.34399999998
7205.605968,16079.135423999998,27092.725439999995,39103.539551999995,43683.710399999996,46600.370255999995,52067.4528,65750.602896,80991.36408,113268.77231999999,157049.55763199998
8599.954703999998,18205.958496,30746.272127999997,40021.33871999999,46331.208,48634.530911999995,52949.952,64422.44159999999,80439.80208,108900.40127999998,172087.34399999998
7412.99328,22062.48,30865.409519999997,41036.212799999994,44976.571727999995,50831.95391999999,58853.87164799999,71041.18559999998,86939.408688,111194.89919999999,164444.900928
9288.304079999998,17950.033728,27004.47552,36226.59216,43723.42286399999,47037.20735999999,50973.153792,60804.19487999999,71994.284736,101487.408,153907.86047999997
8886.766943999999,17244.034367999997,29669.623104,39972.801263999994,45232.496496,48537.456,50973.153792,61774.943999999996,81189.9264,115122.02064,179513.574768
9164.754192,24904.127424000002,34165.956528,42307.011648,50973.153792,55928.3868,64528.341503999996,80439.80208,100088.64676799998,123549.88799999999,172087.34399999998
6923.206224,16604.222448,27004.47552,41720.149679999995,50831.95391999999,52949.952,61774.943999999996,74134.345296,86939.408688,113935.05921599998,179513.574768
7412.99328,18633.970608,28637.09904,39712.464,46331.208,48634.530911999995,52994.07695999999,66187.44,81326.71377599999,113268.77231999999,164586.1008
6923.206224,13894.949903999997,25658.66424,39050.5896,43723.42286399999,47888.819088,49186.092912,61774.943999999996,76420.018224,97074.912,164105.13873599996
9116.216735999998,22062.48,30887.471999999998,40594.9632,48144.743855999994,51004.041264,55928.3868,71994.284736,92229.99139199998,111194.89919999999,164105.13873599996
9729.553679999999,16604.222448,26474.976,39712.464,41962.83695999999,44976.571727999995,48219.756288,61571.969183999994,71773.659936,101487.408,161497.3536
8886.766943999999,16767.4848,28231.149408,39866.901359999996,46331.208,49861.2048,55835.724383999994,68040.68832,84552.24835199998,126342.997968,207056.3748
8886.766943999999,17649.984,30887.471999999998,40153.713599999995,48144.743855999994,52994.07695999999,61704.344064,79791.16516799999,98848.73539199999,117601.84339199998,164105.13873599996
8599.954703999998,16079.135423999998,27004.47552,40153.713599999995,47037.20735999999,50831.95391999999,55835.724383999994,67987.73836799999,86939.408688,110149.137648,174739.254096
7205.605968,15884.985599999998,24048.103199999998,35410.280399999996,44266.159872,48219.756288,51705.62812799999,71041.18559999998,88249.92,119137.39199999999,183573.071088
6177.4944,16079.135423999998,26474.976,34417.468799999995,43652.822927999994,47888.819088,50831.95391999999,66187.44,82213.625472,111194.89919999999,183162.70896
6923.206224,16604.222448,25989.601439999995,34717.518528,42682.073807999994,44976.571727999995,48634.530911999995,66187.44,92229.99139199998,118307.84275199998,184221.70799999998
8895.591935999999,19856.232,29762.285519999998,39712.464,44976.571727999995,49861.2048,60407.070239999994,69677.724336,82319.52537599999,117601.84339199998,164444.900928
7412.99328,19167.882623999998,30865.409519999997,39972.801263999994,44976.571727999995,48537.456,52994.07695999999,68040.68832,81631.17599999999,101487.408,137731.65014399998
8886.766943999999,17649.984,29762.285519999998,41049.450288,46331.208,48537.456,52949.952,66187.44,81189.9264,108900.40127999998,164105.13873599996
8895.591935999999,18633.970608,34086.531599999995,41049.450288,47037.20735999999,52949.952,60848.31984,80439.80208,94427.4144,119137.39199999999,183162.70896
8599.954703999998,17649.984,25989.601439999995,40021.33871999999,46432.695408,50831.95391999999,57583.0728,69677.724336,90456.16799999999,119137.39199999999,179513.574768
8599.954703999998,19856.232,30931.596959999995,41918.712,48144.743855999994,50831.95391999999,54053.075999999994,67003.75176,78718.92863999998,96020.32545599999,157049.55763199998
6177.4944,17649.984,27092.725439999995,39346.22683199999,43723.42286399999,47888.819088,50743.704,66187.44,82844.61239999998,115122.02064,207056.3748
7412.99328,16604.222448,29082.761135999997,38203.390368,44976.571727999995,48537.456,52949.952,67003.75176,90456.16799999999,115122.02064,164105.13873599996
7412.99328,17649.984,29669.623104,39712.464,46331.208,49216.980383999995,57583.0728,71994.284736,92229.99139199998,118140.16790399999,183162.70896
6923.206224,15567.285888,28231.149408,39866.901359999996,46432.695408,48537.456,52949.952,64528.341503999996,79791.16516799999,96020.32545599999,161497.3536
5736.2447999999995,17649.984,32665.707887999997,42682.073807999994,48634.530911999995,52067.4528,58853.87164799999,69677.724336,88249.92,111194.89919999999,164444.900928
9116.216735999998,18205.958496,25989.601439999995,39712.464,45889.958399999996,48634.530911999995,51626.203199999996,61571.969183999994,76420.018224,115122.02064,164444.900928
9164.754192,25243.889615999997,38203.390368,44786.8344,49393.480224,53391.20159999999,61571.969183999994,69677.724336,84552.24835199998,119137.39199999999,183162.70896
7412.99328,16767.4848,29762.285519999998,39712.464,48537.456,50973.153792,60407.070239999994,67069.9392,81326.71377599999,100088.64676799998,183573.071088
8895.591935999999,17244.034367999997,27004.47552,36138.34224,44566.209599999995,48537.456,52949.952,64528.341503999996,80991.36408,104293.75545599998,164105.13873599996
8599.954703999998,18633.970608,30746.272127999997,41159.762687999995,48546.28099199999,52067.4528,55835.724383999994,67987.73836799999,83378.52441599999,110422.71239999999,152142.86208
10700.3028,18205.958496,29082.761135999997,40153.713599999995,47888.819088,52067.4528,55928.3868,67003.75176,92229.99139199998,132374.88,184221.70799999998
7412.99328,15884.985599999998,26033.7264,40153.713599999995,48537.456,51626.203199999996,55928.3868,69818.924208,83378.52441599999,117601.84339199998,164586.1008
7412.99328,16767.4848,29669.623104,40021.33871999999,45889.958399999996,51626.203199999996,61841.13143999999,71994.284736,92229.99139199998,132569.029824,184221.70799999998
4416.908495999999,15020.136384,26033.7264,39972.801263999994,48634.530911999995,52949.952,63098.6928,75453.68159999998,93544.91519999999,123991.1376,179513.574768
8599.954703999998,18633.970608,27092.725439999995,40665.563136,47037.20735999999,49216.980383999995,52949.952,67003.75176,88249.92,132374.88,172087.34399999998
6923.206224,18205.958496,28637.09904,39866.901359999996,44976.571727999995,47037.20735999999,51626.203199999996,64528.341503999996,79791.16516799999,111194.89919999999,164444.900928
8895.591935999999,22062.48,34095.356592,41808.3996,49216.980383999995,54053.075999999994,60804.19487999999,74134.345296,92229.99139199998,117601.84339199998,172087.34399999998
6923.206224,19167.882623999998,30746.272127999997,39866.901359999996,44976.571727999995,48537.456,52949.952,66187.44,79420.515504,103031.7816,161497.3536
6177.4944,16767.4848,28637.09904,37417.96608,44124.96,48219.756288,51983.615375999994,66187.44,80991.36408,108966.58871999999,153907.86047999997
9164.754192,17244.034367999997,29762.285519999998,39972.801263999994,46600.370255999995,48634.530911999995,53347.07663999999,71041.18559999998,97516.16159999999,123991.1376,179513.574768
8886.766943999999,17244.034367999997,25989.601439999995,34417.468799999995,43366.010687999995,46715.095151999994,51983.615375999994,66628.68959999998,80439.80208,100088.64676799998,179513.574768
8599.954703999998,15020.136384,34717.518528,41962.83695999999,48219.756288,51004.041264,54053.075999999994,71041.18559999998,81189.9264,101487.408,183162.70896
6923.206224,15884.985599999998,29082.761135999997,41049.450288,48537.456,50743.704,52994.07695999999,64422.44159999999,79791.16516799999,97074.912,157049.55763199998
9116.216735999998,15567.285888,24109.878144,34165.956528,44266.159872,48537.456,53391.20159999999,66187.44,81631.17599999999,118140.16790399999,183573.071088
8599.954703999998,19167.882623999998,34086.531599999995,42051.086879999995,50743.704,53391.20159999999,61571.969183999994,71773.659936,93544.91519999999,119137.39199999999,174739.254096
9729.553679999999,22062.48,34717.518528,41049.450288,48144.743855999994,52994.07695999999,60526.20763199999,71773.659936,92662.416,123770.51279999998,174739.254096
7412.99328,17950.033728,26033.7264,39103.539551999995,44266.159872,46432.695408,48537.456,60848.31984,79424.928,100088.64676799998,152142.86208
7205.605968,19167.882623999998,30746.272127999997,39712.464,43683.710399999996,46600.370255999995,48634.530911999995,63981.191999999995,76181.74343999999,101487.408,157049.55763199998
6923.206224,19856.232,31108.096799999996,41036.212799999994,48537.456,52067.4528,60407.070239999994,73909.30799999999,90456.16799999999,123770.51279999998,164586.1008
7412.99328,17950.033728,26033.7264,36103.042272,44786.8344,48634.530911999995,51626.203199999996,66187.44,92229.99139199998,123549.88799999999,184221.70799999998
7205.605968,24904.127424000002,39346.22683199999,42307.011648,50831.95391999999,55098.837552,60848.31984,74637.36983999998,88249.92,123770.51279999998,183573.071088
6177.4944,16767.4848,27004.47552,35238.193056,43366.010687999995,48537.456,53347.07663999999,67069.9392,81326.71377599999,124494.162144,183573.071088
9164.754192,18205.958496,36103.042272,44124.96,51983.615375999994,57583.0728,61995.5688,71808.95990399999,95654.088288,132374.88,172087.34399999998
9164.754192,17649.984,26033.7264,39050.5896,44266.159872,48537.456,51983.615375999994,64528.341503999996,79420.515504,113268.77231999999,184221.70799999998
7205.605968,19167.882623999998,30887.471999999998,39712.464,45889.958399999996,50831.95391999999,55928.3868,66187.44,81189.9264,108812.15135999999,147545.04124799996
7412.99328,17950.033728,29762.285519999998,39866.901359999996,46331.208,50973.153792,59639.295935999995,68040.68832,86939.408688,110149.137648,174739.254096
9959.003472,18633.970608,29762.285519999998,39712.464,45889.958399999996,49216.980383999995,52067.4528,65349.06576,81326.71377599999,103031.7816,161497.3536
9164.754192,18205.958496,30931.596959999995,41049.450288,48537.456,50973.153792,60526.20763199999,74134.345296,92229.99139199998,113935.05921599998,179513.574768
7412.99328,22062.48,29082.761135999997,39888.96384,46331.208,49186.092912,55098.837552,66187.44,81326.71377599999,113268.77231999999,164586.1008
7412.99328,17244.034367999997,27004.47552,37417.96608,43723.42286399999,48537.456,52949.952,66187.44,82319.52537599999,101487.408,161497.3536
7412.99328,17244.034367999997,27092.725439999995,39972.801263999994,46600.370255999995,50831.95391999999,58853.87164799999,66628.68959999998,83378.52441599999,108812.15135999999,147545.04124799996
8895.591935999999,18205.958496,27092.725439999995,40665.563136,48537.456,53347.07663999999,60804.19487999999,77757.004512,92229.99139199998,118140.16790399999,184221.70799999998
8599.954703999998,20738.7312,28637.09904,39346.22683199999,43723.42286399999,48537.456,53347.07663999999,66187.44,90456.16799999999,111194.89919999999,183573.071088
9164.754192,19167.882623999998,34086.531599999995,41720.149679999995,48219.756288,49861.2048,59639.295935999995,66628.68959999998,81326.71377599999,104099.60563199999,164586.1008
8886.766943999999,18633.970608,30887.471999999998,42682.073807999994,48634.530911999995,52949.952,59639.295935999995,71808.95990399999,81631.17599999999,118307.84275199998,161497.3536
9288.304079999998,16767.4848,33398.182224,43683.710399999996,50973.153792,55835.724383999994,63098.6928,76181.74343999999,90456.16799999999,115122.02064,153554.8608
9164.754192,18205.958496,30865.409519999997,39888.96384,46432.695408,48537.456,51626.203199999996,64863.691199999994,80991.36408,110422.71239999999,179513.574768
8886.766943999999,17649.984,34086.531599999995,41962.83695999999,48537.456,51983.615375999994,60407.070239999994,71041.18559999998,84552.24835199998,110149.137648,164444.900928
6177.4944,14380.324463999998,24109.878144,39050.5896,47888.819088,51004.041264,55928.3868,71808.95990399999,93544.91519999999,119812.50388799999,183162.70896
9116.216735999998,24048.103199999998,34417.468799999995,43652.822927999994,50973.153792,55835.724383999994,63098.6928,77757.004512,97074.912,118307.84275199998,161497.3536
7412.99328,18633.970608,28231.149408,39888.96384,48537.456,51626.203199999996,59639.295935999995,67069.9392,81326.71377599999,115122.02064,164444.900928
7412.99328,17244.034367999997,28637.09904,38203.390368,44786.8344,48537.456,52067.4528,67003.75176,86939.408688,118140.16790399999,174739.254096
5736.2447999999995,15567.285888,26474.976,39712.464,46331.208,49861.2048,52949.952,67069.9392,83378.52441599999,110149.137648,157049.55763199998
10064.903376,17950.033728,30931.596959999995,39712.464,46331.208,49186.092912,51626.203199999996,65750.602896,81189.9264,98848.73539199999,161497.3536
8895.591935999999,19167.882623999998,28637.09904,38203.390368,44124.96,48537.456,51626.203199999996,67069.9392,83378.52441599999,118140.16790399999,164586.1008
6177.4944,16079.135423999998,27092.725439999995,41036.212799999994,46331.208,50831.95391999999,57583.0728,67069.9392,81631.17599999999,117601.84339199998,172087.34399999998
10064.903376,20738.7312,28637.09904,39712.464,44566.209599999995,48634.530911999995,52949.952,67003.75176,81189.9264,113935.05921599998,183162.70896
9164.754192,18633.970608,29762.285519999998,41808.3996,46600.370255999995,50973.153792,55835.724383999994,67069.9392,92662.416,117601.84339199998,172087.34399999998
8599.954703999998,19856.232,30746.272127999997,40594.9632,48537.456,52949.952,61571.969183999994,69818.924208,86939.408688,117601.84339199998,174739.254096
9288.304079999998,18633.970608,30746.272127999997,41159.762687999995,48537.456,52949.952,61774.943999999996,76181.74343999999,92229.99139199998,110149.137648,183573.071088
8895.591935999999,17950.033728,29669.623104,40021.33871999999,44976.571727999995,48219.756288,51004.041264,66628.68959999998,79420.515504,110149.137648,164444.900928
8895.591935999999,19856.232,30865.409519999997,39866.901359999996,45889.958399999996,48537.456,51983.615375999994,63098.6928,79420.515504,104293.75545599998,157049.55763199998
7412.99328,16079.135423999998,28231.149408,39712.464,46432.695408,48537.456,53391.20159999999,66187.44,81326.71377599999,113268.77231999999,179513.574768
9729.553679999999,17649.984,29082.761135999997,39866.901359999996,44976.571727999995,48634.530911999995,52994.07695999999,67069.9392,81189.9264,100088.64676799998,179513.574768
7412.99328,18205.958496,27004.47552,39346.22683199999,46432.695408,49216.980383999995,55835.724383999994,69677.724336,90456.16799999999,119137.39199999999,172087.34399999998
7412.99328,15884.985599999998,27092.725439999995,39866.901359999996,45889.958399999996,50831.95391999999,55928.3868,71994.284736,93544.91519999999,123549.88799999999,164586.1008
8895.591935999999,18205.958496,30887.471999999998,41918.712,48546.28099199999,51626.203199999996,60526.20763199999,67987.73836799999,82213.625472,108812.15135999999,153554.8608
7412.99328,15884.985599999998,29082.761135999997,40665.563136,48219.756288,51705.62812799999,57583.0728,69677.724336,82844.61239999998,115122.02064,174739.254096
8886.766943999999,16767.4848,29762.285519999998,40021.33871999999,46715.095151999994,49861.2048,53391.20159999999,67069.9392,81631.17599999999,113268.77231999999,153907.86047999997
8599.954703999998,17244.034367999997,27092.725439999995,39712.464,46331.208,50831.95391999999,57583.0728,71041.18559999998,82213.625472,113268.77231999999,157049.55763199998
7412.99328,16079.135423999998,31108.096799999996,40594.9632,48537.456,52949.952,61774.943999999996,71808.95990399999,94427.4144,119137.39199999999,174739.254096
8599.954703999998,16604.222448,26033.7264,37417.96608,43683.710399999996,48144.743855999994,51004.041264,64422.44159999999,79420.515504,108812.15135999999,164444.900928
9164.754192,23540.666159999997,33398.182224,41808.3996,48537.456,51004.041264,55098.837552,67987.73836799999,83378.52441599999,110422.71239999999,157049.55763199998
7412.99328,16767.4848,30887.471999999998,39866.901359999996,44786.8344,48537.456,52949.952,66187.44,80991.36408,113268.77231999999,164105.13873599996
10064.903376,19856.232,28637.09904,40665.563136,45889.958399999996,48537.456,53347.07663999999,68040.68832,88249.92,115122.02064,164444.900928
7412.99328,14525.936832,27092.725439999995,40153.713599999995,46331.208,48634.530911999995,52067.4528,66187.44,84552.24835199998,115122.02064,164444.900928
5736.2447999999995,15884.985599999998,29082.761135999997,40153.713599999995,46432.695408,48546.28099199999,53347.07663999999,64528.341503999996,84552.24835199998,117601.84339199998,207056.3748
8886.766943999999,22062.48,29082.761135999997,39888.96384,46600.370255999995,49861.2048,55928.3868,66187.44,80439.80208,108966.58871999999,174739.254096
7412.99328,18633.970608,34086.531599999995,40665.563136,46715.095151999994,48634.530911999995,53391.20159999999,66628.68959999998,81631.17599999999,111194.89919999999,183573.071088
8895.591935999999,17244.034367999997,25989.601439999995,35238.193056,44566.209599999995,48537.456,59639.295935999995,71994.284736,90456.16799999999,111194.89919999999,147545.04124799996
8886.766943999999,17244.034367999997,27004.47552,39972.801263999994,46715.095151999994,48546.28099199999,52994.07695999999,66187.44,79791.16516799999,103031.7816,147545.04124799996
9288.304079999998,19856.232,31769.971199999996,41962.83695999999,48537.456,51705.62812799999,55928.3868,67003.75176,82844.61239999998,113935.05921599998,179513.574768
7412.99328,19167.882623999998,34095.356592,41918.712,49216.980383999995,53347.07663999999,61774.943999999996,71994.284736,92229.99139199998,117601.84339199998,164444.900928
7412.99328,17244.034367999997,26474.976,38203.390368,45232.496496,49861.2048,55098.837552,69818.924208,82844.61239999998,117601.84339199998,164586.1008
6923.206224,17244.034367999997,29082.761135999997,39712.464,45514.896239999995,48634.530911999995,51004.041264,63981.191999999995,83378.52441599999,119137.39199999999,172087.34399999998
8895.591935999999,17950.033728,30746.272127999997,39346.22683199999,42055.499376,46331.208,51004.041264,66187.44,82319.52537599999,118140.16790399999,183573.071088
6177.4944,16604.222448,30887.471999999998,42055.499376,46715.095151999994,49393.480224,55928.3868,66628.68959999998,81326.71377599999,113268.77231999999,172087.34399999998
8895.591935999999,16767.4848,29082.761135999997,37417.96608,46715.095151999994,49393.480224,55835.724383999994,66628.68959999998,83378.52441599999,113268.77231999999,152142.86208
9288.304079999998,18633.970608,30887.471999999998,39346.22683199999,43723.42286399999,47037.20735999999,49393.480224,63098.6928,80439.80208,108812.15135999999,179513.574768
4416.908495999999,15884.985599999998,30865.409519999997,41049.450288,48219.756288,51626.203199999996,55098.837552,67987.73836799999,84552.24835199998,113935.05921599998,164105.13873599996
8886.766943999999,20738.7312,30887.471999999998,41049.450288,48537.456,52067.4528,59639.295935999995,73922.54548799999,97516.16159999999,132396.94248,208269.8112
10148.7408,23540.666159999997,33398.182224,41962.83695999999,48537.456,50831.95391999999,53347.07663999999,67003.75176,80991.36408,104099.60563199999,157049.55763199998
9288.304079999998,17649.984,27004.47552,39866.901359999996,46432.695408,49861.2048,55098.837552,66187.44,90456.16799999999,115122.02064,179513.574768
8599.954703999998,16767.4848,29762.285519999998,40021.33871999999,46432.695408,50743.704,53391.20159999999,66628.68959999998,83378.52441599999,119137.39199999999,183162.70896
7205.605968,17649.984,29669.623104,39972.801263999994,46715.095151999994,50831.95391999999,55098.837552,66628.68959999998,86939.408688,110149.137648,179513.574768
8599.954703999998,17950.033728,34285.09392,41918.712,48537.456,51626.203199999996,55098.837552,66187.44,83378.52441599999,111194.89919999999,179513.574768
10148.7408,18205.958496,28231.149408,39050.5896,46331.208,48537.456,50973.153792,63098.6928,77218.68,113935.05921599998,153907.86047999997
10064.903376,22062.48,33398.182224,41918.712,50831.95391999999,55835.724383999994,61995.5688,76420.018224,100088.64676799998,123549.88799999999,179513.574768
8895.591935999999,21078.493392,30931.596959999995,41962.83695999999,48219.756288,51004.041264,55835.724383999994,66187.44,81631.17599999999,104293.75545599998,161497.3536
7205.605968,15884.985599999998,29762.285519999998,40021.33871999999,46331.208,49861.2048,57583.0728,69818.924208,90456.16799999999,118307.84275199998,179513.574768
8886.766943999999,17244.034367999997,26474.976,35238.193056,43652.822927999994,47037.20735999999,52994.07695999999,68040.68832,84552.24835199998,113935.05921599998,174739.254096
7412.99328,16604.222448,25989.601439999995,35410.280399999996,43652.822927999994,47888.819088,49861.2048,61774.943999999996,75894.93119999999,98848.73539199999,147545.04124799996
9116.216735999998,16767.4848,28231.149408,39972.801263999994,45514.896239999995,48634.530911999995,52067.4528,66187.44,81189.9264,111194.89919999999,208269.8112
8599.954703999998,16604.222448,29669.623104,39712.464,47037.20735999999,50831.95391999999,54053.075999999994,66187.44,88249.92,111194.89919999999,184221.70799999998
7412.99328,16604.222448,26474.976,39103.539551999995,44976.571727999995,46715.095151999994,52067.4528,65349.06576,83378.52441599999,113268.77231999999,157049.55763199998
8599.954703999998,19856.232,29669.623104,41049.450288,47888.819088,49393.480224,55928.3868,73922.54548799999,88249.92,115122.02064,157049.55763199998
6923.206224,17649.984,30865.409519999997,40594.9632,48219.756288,51983.615375999994,58853.87164799999,66187.44,81631.17599999999,111194.89919999999,164444.900928
7412.99328,17649.984,31108.096799999996,39712.464,48537.456,51705.62812799999,61704.344064,71808.95990399999,92229.99139199998,118140.16790399999,164586.1008
8886.766943999999,21078.493392,30746.272127999997,41036.212799999994,46600.370255999995,50831.95391999999,54053.075999999994,65750.602896,77757.004512,110149.137648,153907.86047999997
6923.206224,18633.970608,30887.471999999998,42051.086879999995,48537.456,51004.041264,60848.31984,67069.9392,86939.408688,115122.02064,164586.1008
9164.754192,22062.48,30887.471999999998,41159.762687999995,48537.456,51626.203199999996,60804.19487999999,71773.659936,88249.92,108900.40127999998,164105.13873599996
9116.216735999998,23540.666159999997,34285.09392,43683.710399999996,49216.980383999995,53347.07663999999,61704.344064,71994.284736,95654.088288,123549.88799999999,172087.34399999998
8599.954703999998,24048.103199999998,31108.096799999996,39972.801263999994,45232.496496,49186.092912,54053.075999999994,67069.9392,88249.92,117601.84339199998,174739.254096
7412.99328,17649.984,30865.409519999997,41918.712,49216.980383999995,53347.07663999999,60407.070239999994,66187.44,82844.61239999998,108966.58871999999,153554.8608
8895.591935999999,18633.970608,30865.409519999997,40021.33871999999,50743.704,55835.724383999994,61571.969183999994,73922.54548799999,88249.92,123549.88799999999,174739.254096
10148.7408,17649.984,27004.47552,35238.193056,42055.499376,46432.695408,50831.95391999999,66187.44,81631.17599999999,110422.71239999999,161497.3536
9164.754192,21078.493392,30887.471999999998,40665.563136,46600.370255999995,48634.530911999995,53391.20159999999,65349.06576,92229.99139199998,115122.02064,183162.70896
7412.99328,17649.984,31108.096799999996,43652.822927999994,49393.480224,52949.952,60526.20763199999,71773.659936,83378.52441599999,111194.89919999999,157049.55763199998
7205.605968,15884.985599999998,28637.09904,40594.9632,47888.819088,50831.95391999999,58853.87164799999,67069.9392,82844.61239999998,113935.05921599998,161497.3536
8886.766943999999,17950.033728,30865.409519999997,39866.901359999996,46331.208,48546.28099199999,55835.724383999994,66187.44,86939.408688,117601.84339199998,164586.1008
7412.99328,18205.958496,31108.096799999996,41720.149679999995,48537.456,51705.62812799999,60848.31984,76420.018224,92229.99139199998,117601.84339199998,164444.900928
9164.754192,23540.666159999997,34417.468799999995,44786.8344,51626.203199999996,53347.07663999999,61774.943999999996,77757.004512,100088.64676799998,119812.50388799999,172087.34399999998
8895.591935999999,17950.033728,28637.09904,36138.34224,43366.010687999995,48144.743855999994,51004.041264,66628.68959999998,82844.61239999998,115122.02064,207056.3748
7205.605968,16767.4848,27004.47552,39103.539551999995,44566.209599999995,47888.819088,50743.704,67987.73836799999,82213.625472,113268.77231999999,153554.8608
8895.591935999999,22062.48,29762.285519999998,41918.712,46600.370255999995,51004.041264,55835.724383999994,66187.44,93544.91519999999,115122.02064,184221.70799999998
7205.605968,16767.4848,27092.725439999995,39712.464,46600.370255999995,50743.704,52949.952,66187.44,81631.17599999999,108966.58871999999,183162.70896
9288.304079999998,16604.222448,25658.66424,36226.59216,42307.011648,46432.695408,49186.092912,61841.13143999999,74134.345296,101487.408,164586.1008
