5p,15p,25p,35p,45p,50p,55p,65p,75p,85p,95p
7836.592895999999,14455.336896,23968.678271999997,33799.719359999996,43595.460479999994,48537.456,52949.952,64863.691199999994,79354.328064,101010.858432,128121.23385599999
